"absolute src","font-bold","font-medium","font-medium 2","font-medium 3","flex","flex 2","flex 3","list-inside","font-semibold","font-semibold 2","font-semibold 3","text-tiers-gold-500","text-tiers-diamond-500","font-semibold 4","list-inside 2","font-semibold 5","font-semibold 7","text-tiers-gold-500 2","text-tiers-diamond-500 2","font-semibold 8","grid","text-lg","font-semibold 10","font-semibold 11","grid 2","text-lg 2","font-semibold 14","grid 3","text-lg 3","grid 4","text-lg 4","font-semibold 17","grid 5","text-lg 5","font-semibold 20","grid 6","text-lg 6","font-semibold 23","grid 7","text-lg 7","font-semibold 26","font-semibold 27","grid 8","text-lg 8","font-semibold 30","grid 9","text-lg 9","grid 10","text-lg 10","font-semibold 34","grid 11","text-lg 11","font-semibold 38","grid 12","text-lg 12","font-semibold 41","h-full src","list-inside 3","text-blue-600","text-blue-600 href","flex 4","text-tiers-silver-500","font-semibold 42","font-semibold 43","text-tiers-bronze-500","list-inside 4","font-semibold 44"
"https://howbazaar-images.b-cdn.net/images/items/5b1af837-bae6-4a78-ab2a-ac711f87db49.avif","Rice Cooker","Bronze+","Jules","Medium","Haste","Tool","","Cooldown 4 seconds","","","»   »   »","3","4","","your Heated items for  second(s)","","","","","","Your Heated items have +30% .","Deadly","Shield","Crit Chance","7","Fiery","Burn","This has double value.","Golden","2 items for 1 second(s)","Heavy","Slow","an item for 1 second(s)","Icy","Freeze","Deal 16","Obsidian","Damage","This item is immune to ,  and Destroy.","Radiant","Freeze","Slow","75","Restorative","Heal","75","Shielded","This has +1 Multicast.","Shiny","","7","Toxic","Poison","This  for twice as long.","Turbo","Hastes","https://howbazaar-images.b-cdn.net/images/items/5b1af837-bae6-4a78-ab2a-ac711f87db49.avif","","","","","2","","","1","",""
"https://howbazaar-images.b-cdn.net/images/items/6508a7c7-c5f1-445a-a822-da9c2ed10455.avif","Riceballer","Silver+","Pygmalien","Medium","Burn","Economy","Tool","Cooldown 7 seconds","","","»   »","16","24","","","","","","","","This has +50% .","Deadly","Shield","Crit Chance","This has double .","Fiery","Burn","an item for 1 second(s)","","an item for 0.5 second(s)","Heavy","Slow","Deal  equal to 5 times this item's","Icy","Freeze","This item is immune to ,  and Destroy.","Obsidian","Damage","equal to 5 times this item's","Radiant","Freeze","Slow","equal to 5 times this item's","Restorative","Heal","This has +1 Multicast.","Shielded","equal to this item's","Shiny","","an item for 1 second(s)","Toxic","Poison","","Turbo","Haste","https://howbazaar-images.b-cdn.net/images/items/6508a7c7-c5f1-445a-a822-da9c2ed10455.avif","This has +1 Multicast for each item you have with value over 10.","","","","8","","","","","Burn"
"https://howbazaar-images.b-cdn.net/images/items/1dcc7604-4f84-46e9-bbd1-2456317ec0ed.avif","Rifle","Bronze+","Vanessa","Medium","Ammo","Damage","Weapon","Cooldown 3 seconds","","","»   »   »","60","80","","1","","»   »   »","+60","+80","Damage","This has +50% .","Deadly","Shield","Crit Chance","equal to 5% of this item's","Fiery","Burn","This has double value.","Golden","2 items for 1 second(s)","Heavy","Slow","an item for 1 second(s)","Icy","Freeze","This has double .","Obsidian","Damage","This item is immune to ,  and Destroy.","Radiant","Freeze","Slow","equal to this item's","Restorative","Heal","equal to this item's","Shielded","This has +1 Multicast.","Shiny","Damage","equal to 5% of this item's","Toxic","Poison","2 items for 1 second(s)","Turbo","Haste","https://howbazaar-images.b-cdn.net/images/items/1dcc7604-4f84-46e9-bbd1-2456317ec0ed.avif","Deal","","","","40","Damage","Damage","20","This gains   for the fight","Damage"
"https://howbazaar-images.b-cdn.net/images/items/3b862903-7857-4297-a711-7ae32a4c5038.avif","Ring King Gauntlets","Bronze+","Pygmalien","Small","Damage","Income","Tech","Cooldown 6 seconds","","","»   »   »","3","4","","Multicast 2","","»   »   »","+3","+4","Damage","This has +50% .","Deadly","Shield","Crit Chance","equal to 5% of this item's","Fiery","Burn","This has double Income bonus.","Golden","an item for 1 second(s)","Heavy","Slow","an item for 0.5 second(s)","Icy","Freeze","This has double .","Obsidian","Damage","This item is immune to ,  and Destroy.","Radiant","Freeze","Slow","equal to this item's","Restorative","Heal","equal to this item's","Shielded","This has +1 Multicast.","Shiny","Damage","equal to 5% of this item's","Toxic","Poison","an item for 1 second(s)","Turbo","Haste","https://howbazaar-images.b-cdn.net/images/items/3b862903-7857-4297-a711-7ae32a4c5038.avif","Deal  equal to  times your Income","","","Weapon","2","Damage","Damage","1","While in play, you have  Income.","Damage"
"https://howbazaar-images.b-cdn.net/images/items/6076200d-dc08-47a2-a7d2-dfa2e484422a.avif","Ritual Dagger","Gold+","Mak","Small","Damage","Regen","Relic","Cooldown  seconds","","","»","8","6","","Deal 2","","","","","Damage","This has +50% .","Deadly","Shield","Crit Chance","equal to 5% of this item's","Fiery","Burn","This has double value.","Golden","an item for 3 second(s)","Heavy","Slow","an item for 0.5 second(s)","Icy","Freeze","This has double .","Obsidian","Damage","This item is immune to ,  and Destroy.","Radiant","Freeze","Slow","equal to this item's","Restorative","Heal","equal to this item's","Shielded","This has +1 Multicast.","Shiny","Damage","equal to 5% of this item's","Toxic","Poison","an item for 3 second(s)","Turbo","Haste","https://howbazaar-images.b-cdn.net/images/items/6076200d-dc08-47a2-a7d2-dfa2e484422a.avif","Gain  for the fight equal to this item's .","Morguloth","https://www.howbazaar.gg/monsters#Morguloth","Weapon","","Damage","Damage","","If you are a Cult Member, reduce this item's cooldown by 1 second.","Damage"
"https://howbazaar-images.b-cdn.net/images/items/ae6ddbd0-d007-482a-8d2a-d3f6a5a1b29e.avif","Rivet Gun","Silver+","Stelle","Small","Charge","Tool","Weapon","Cooldown  seconds","","","»   »","4","3","","Deal","","»   »","15","20","Damage","Adjacent items have +25% .","Deadly","Shield","Crit Chance","When you use the item to the left of this,  1.","Fiery","Burn","This has double value.","Golden","When you use the item to the left of this,  an item for 1 second(s).","Heavy","Slow","When you use the item to the left of this,  an item for 0.5 second(s)","Icy","Freeze","When you use the item to the left of this, deal 10 .","Obsidian","Damage","This item is immune to ,  and Destroy.","Radiant","Freeze","Slow","When you use the item to the left of this,  10.","Restorative","Heal","When you use the item to the left of this,  10.","Shielded","This has +1 Multicast.","Shiny","","When you use the item to the left of this,  1.","Toxic","Poison","When you use the item to the left of this,  an item for 1 second(s).","Turbo","Haste","https://howbazaar-images.b-cdn.net/images/items/ae6ddbd0-d007-482a-8d2a-d3f6a5a1b29e.avif","the item to the left of this 1 second","Grandfather Klok","https://www.howbazaar.gg/monsters#Grandfather_Klok","","5","","","","",""
"https://howbazaar-images.b-cdn.net/images/items/c9930f2d-507e-4187-8889-b55bbd88ea18.avif","Robe","Bronze+","Pygmalien","Medium","Apparel","Shield","","Cooldown  seconds","","Shield","»   »   »","4","3","Shield","50","","","","","","This has +50% .","Deadly","Shield","Crit Chance","equal to 5% of this item's","Fiery","Burn","This has double value.","Golden","an item for 1 second(s)","Heavy","Slow","an item for 0.5 second(s)","Icy","Freeze","Deal  equal to this item's","Obsidian","Damage","This item is immune to ,  and Destroy.","Radiant","Freeze","Slow","equal to this item's","Restorative","Heal","This has double .","Shielded","This has +1 Multicast.","Shiny","","equal to 5% of this item's","Toxic","Poison","an item for 1 second(s)","Turbo","Haste","https://howbazaar-images.b-cdn.net/images/items/c9930f2d-507e-4187-8889-b55bbd88ea18.avif","When you use a non- item,  this 1 second(s).","Mythkeeper","https://www.howbazaar.gg/monsters#Mythkeeper","","5","","","6","",""
"https://howbazaar-images.b-cdn.net/images/items/11a5306d-f114-4f8d-abcc-442c3a979317.avif","Robotic Factory","Diamond+","Dooley","Large","Property","Tech","","Your  have +1 Multicast.","Friends","","","","","","","","","","","","Your  have +50% .","Deadly","Shield","Crit Chance","When you use a ,  3.","Fiery","Burn","This has double value.","Golden","When you use a ,  an item for 1 second(s).","Heavy","Slow","When you use a ,  an item for 0.5 second(s).","Icy","Freeze","When you use a , deal 30 .","Obsidian","Damage","Your  are affected by  and  for half as long.","Radiant","Freeze","Slow","When you use a ,  30.","Restorative","Heal","When you use a ,  30.","Shielded","This has double Multicast bonus.","Shiny","","When you use a ,  3.","Toxic","Poison","When you use a ,  an item for 1 second(s).","Turbo","Haste","","","","","","","","","","",""
"https://howbazaar-images.b-cdn.net/images/items/4e1770dd-2a10-440c-924a-c80afbbb269a.avif","Rocket Boots","Bronze+","Common","Medium","Apparel","Haste","Tool","Cooldown 5 seconds","Haste","Haste","»   »   »","3","4","","adjacent items for  second(s)","","","","","","10","","Shield","Damage","This has double value.","Fiery","Burn","2 items for 1 second(s)","Golden","an item for 1 second(s)","Heavy","Slow","Deal 10","Icy","Freeze","This item is immune to ,  and Destroy.","Obsidian","","100","Radiant","Freeze","Slow","100","Restorative","Heal","This has +1 Multicast.","Shielded","10","Shiny","","This  for twice as long.","Toxic","Poison","","Turbo","Hastes","https://howbazaar-images.b-cdn.net/images/items/4e1770dd-2a10-440c-924a-c80afbbb269a.avif","When you sell this, your leftmost  item gains +1  duration.","Harkuvian Rocket Trooper","https://www.howbazaar.gg/monsters#Harkuvian_Rocket_Trooper","","2","","","1","",""
"https://howbazaar-images.b-cdn.net/images/items/560450e3-8700-4ef9-b7c1-d3ae9937b55e.avif","Rocket Drone","Bronze+","Stelle","Small","Damage","Drone","FlyingReference","Cooldown  seconds","","","»   »   »","5","4","","Deal 10","","","","","Damage","This has +50% .","Deadly","Shield","Crit Chance","equal to 5% of this item's","Fiery","Burn","This has double value.","Golden","an item for 2 seconds","Heavy","Slow","an item for 0.5 second(s)","Icy","Freeze","This has double .","Obsidian","Damage","This item is immune to ,  and Destroy.","Radiant","Freeze","Slow","equal to this item's","Restorative","Heal","equal to this item's","Shielded","This has +1 Multicast.","Shiny","Damage","equal to 5% of this item's","Toxic","Poison","an item for 2 seconds","Turbo","Haste","https://howbazaar-images.b-cdn.net/images/items/560450e3-8700-4ef9-b7c1-d3ae9937b55e.avif","While this is Flying, this has double .","Aleppa Tantius","https://www.howbazaar.gg/monsters#Aleppa_Tantius","Tech","6","Damage","Damage","7","","Damage"
"https://howbazaar-images.b-cdn.net/images/items/2a1ae50b-6d0d-48a8-9f68-b804e8793030.avif","Rocket Launcher","Bronze+","Dooley","Medium","Burn","Damage","Weapon","Cooldown 7 seconds","","","»   »   »","16","20","","Multicast 3","","»   »   »","6","8","Damage","This has +50% .","Deadly","Shield","Crit Chance","This has double .","Fiery","Burn","This has double value.","Golden","an item for 1 second(s)","Heavy","Slow","an item for 0.5 second(s)","Icy","Freeze","This has double .","Obsidian","Damage","This item is immune to ,  and Destroy.","Radiant","Freeze","Slow","equal to this item's","Restorative","Heal","equal to this item's","Shielded","This has +1 Multicast.","Shiny","Damage","equal to 5% of this item's","Toxic","Poison","an item for 1 second(s)","Turbo","Haste","https://howbazaar-images.b-cdn.net/images/items/2a1ae50b-6d0d-48a8-9f68-b804e8793030.avif","Deal","Infernal Frigate","https://www.howbazaar.gg/monsters#Infernal_Frigate","","12","Damage","Damage","8","",""
"https://howbazaar-images.b-cdn.net/images/items/20198f06-d36f-4abe-88a5-c2d6b936742c.avif","Rolling Pin","Bronze+","Jules","Medium","Damage","HasteReference","Tool","Cooldown 5 seconds","","","»   »   »","+90","+120","","Deal 30","","","","","Damage","This has +50% .","Deadly","Shield","Crit Chance","equal to 5% of this item's","Fiery","Burn","This has double value.","Golden","2 items for 3 second(s)","Heavy","Slow","2 items for 1 second(s)","Icy","Freeze","This has double .","Obsidian","Damage","This item is immune to ,  and Destroy.","Radiant","Freeze","Slow","equal to this item's","Restorative","Heal","equal to this item's","Shielded","This has +1 Multicast.","Shiny","Damage","equal to 5% of this item's","Toxic","Poison","2 items for 3 second(s)","Turbo","Haste","https://howbazaar-images.b-cdn.net/images/items/20198f06-d36f-4abe-88a5-c2d6b936742c.avif","When this is Hasted, it gains   for the fight.","","","Weapon","+60","Damage","Damage","+30","","Damage"
"https://howbazaar-images.b-cdn.net/images/items/430ed105-2d64-4f3b-afd1-73ed0db39217.avif","Rowboat","Gold+","Vanessa","Medium","Aquatic","Charge","CooldownReference","Cooldown 8 seconds","","","»","1","2","","adjacent items  second(s)","","","","","","Your items have +5%  for each Unique type you have.","Deadly","Shield","Crit Chance","1 for each Unique type you have","Fiery","Burn","This has double value.","Golden","an item for 1 second(s)","Heavy","Slow","an item for 0.5 second(s)","Icy","Freeze","Deal 10  for each each Unique type you have","Obsidian","Damage","This item is immune to ,  and Destroy.","Radiant","Freeze","Slow","10 for each Unique type you have","Restorative","Heal","10 for each Unique type you have","Shielded","This has +1 Multicast.","Shiny","","1 for each Unique type you have","Toxic","Poison","an item for 1 second(s)","Turbo","Haste","https://howbazaar-images.b-cdn.net/images/items/430ed105-2d64-4f3b-afd1-73ed0db39217.avif","If you have 5 or more unique Types, this item's Cooldown is reduced by 5 seconds.","","","Vehicle","","","","","",""
"https://howbazaar-images.b-cdn.net/images/items/37222f02-3767-44ef-a8ed-000c90d3330e.avif","Ruby","Bronze+","Mak","Small","Burn","Relic","","Cooldown 7 seconds","","Burn","»   »   »","4","5","","","","»   »   »","+4","+5","","This has +50% .","Deadly","Shield","Crit Chance","This has double .","Fiery","Burn","This has double value.","Golden","an item for 3 second(s)","Heavy","Slow","an item for 0.5 second(s)","Icy","Freeze","Deal  equal to 5 times this item's","Obsidian","Damage","This item is immune to ,  and Destroy.","Radiant","Freeze","Slow","equal to 5 times this item's","Restorative","Heal","equal to 5 times this item's","Shielded","This has +1 Multicast.","Shiny","","equal to this item's","Toxic","Poison","an item for 3 second(s)","Turbo","Haste","https://howbazaar-images.b-cdn.net/images/items/37222f02-3767-44ef-a8ed-000c90d3330e.avif","Your other  items have  .","Void Colossus","https://www.howbazaar.gg/monsters#Void_Colossus","","3","","","2","","Burn"
"https://howbazaar-images.b-cdn.net/images/items/cd651487-174f-49dd-9022-c27e1fcd2f7c.avif","Rune Axe","Bronze+","Common","Small","Damage","Weapon","","Cooldown 8 seconds","Weapons","","»   »   »","60","120","","Deal","","»   »   »","+3","+4","Damage","This has +50% .","Deadly","Shield","Crit Chance","equal to 5% of this item's","Fiery","Burn","This has double value.","Golden","an item for 4 second(s)","Heavy","Slow","an item for 1 second(s)","Icy","Freeze","This has double .","Obsidian","Damage","This item is immune to ,  and Destroy.","Radiant","Freeze","Slow","equal to this item's","Restorative","Heal","equal to this item's","Shielded","This has +1 Multicast.","Shiny","Damage","equal to 5% of this item's","Toxic","Poison","an item for 4 second(s)","Turbo","Haste","https://howbazaar-images.b-cdn.net/images/items/cd651487-174f-49dd-9022-c27e1fcd2f7c.avif","When you sell this, your  gain  .","","","","30","Damage","Damage","15","","Damage"
"https://howbazaar-images.b-cdn.net/images/items/11a79e75-592d-4e39-8fb1-f8da7f3ae135.avif","Runic Blade","Gold+","Mak","Medium","CritReference","Damage","Relic","Cooldown  seconds","","","»","12","10","","Lifesteal","","","","","Damage","This has +50% .","Deadly","Shield","Crit Chance","equal to 5% of this item's","Fiery","Burn","This has double value.","Golden","2 items for 4 second(s)","Heavy","Slow","2 items for 1 second(s)","Icy","Freeze","This has double .","Obsidian","Damage","This item is immune to ,  and Destroy.","Radiant","Freeze","Slow","equal to this item's","Restorative","Heal","equal to this item's","Shielded","This has +1 Multicast.","Shiny","Damage","equal to 5% of this item's","Toxic","Poison","2 items for 4 second(s)","Turbo","Haste","https://howbazaar-images.b-cdn.net/images/items/11a79e75-592d-4e39-8fb1-f8da7f3ae135.avif","Deal 20","","","Weapon","","Damage","Damage","","When you Crit, double this item's  for the fight.","Damage"
"https://howbazaar-images.b-cdn.net/images/items/68fac67c-8319-40be-a86b-8c2cda5559e5.avif","Runic Daggers","Silver+","Mak","Medium","CritReference","Damage","Relic","Cooldown  seconds","","","»   »","5","4","","Multicast 2","","","","","Damage","This has +50% .","Deadly","Shield","Crit Chance","equal to 5% of this item's","Fiery","Burn","This has double value.","Golden","an item for 1 second(s)","Heavy","Slow","an item for 0.5 second(s)","Icy","Freeze","This has double .","Obsidian","Damage","This item is immune to ,  and Destroy.","Radiant","Freeze","Slow","equal to this item's","Restorative","Heal","equal to this item's","Shielded","This has +1 Multicast.","Shiny","Damage","equal to 5% of this item's","Toxic","Poison","an item for 1 second(s)","Turbo","Haste","https://howbazaar-images.b-cdn.net/images/items/68fac67c-8319-40be-a86b-8c2cda5559e5.avif","Lifesteal","","","Weapon","6","Damage","Damage","","Deal 10","Damage"
"https://howbazaar-images.b-cdn.net/images/items/f43844fe-cefa-40c7-ba86-e601c3596064.avif","Runic Double Bow","Silver+","Mak","Medium","CritReference","Damage","Relic","Cooldown 6 seconds","","","»   »","30","40","","Multicast 2","","»   »","+30","+40","Damage","This has +50% .","Deadly","Shield","Crit Chance","equal to 5% of this item's","Fiery","Burn","This has double value.","Golden","an item for 1 second(s)","Heavy","Slow","an item for 0.5 second(s)","Icy","Freeze","This has double .","Obsidian","Damage","This item is immune to ,  and Destroy.","Radiant","Freeze","Slow","equal to this item's","Restorative","Heal","equal to this item's","Shielded","This has +1 Multicast.","Shiny","Damage","equal to 5% of this item's","Toxic","Poison","an item for 1 second(s)","Turbo","Haste","https://howbazaar-images.b-cdn.net/images/items/f43844fe-cefa-40c7-ba86-e601c3596064.avif","Lifesteal","Boss Harrow","https://www.howbazaar.gg/monsters#Boss_Harrow","Weapon","20","Damage","Damage","","Deal","Damage"
"https://howbazaar-images.b-cdn.net/images/items/a0345f93-0c0a-44fa-a7e4-2135acb16bcc.avif","Runic Great Axe","Silver+","Mak","Large","Crit","Damage","Relic","Cooldown  seconds","Weapons","","»   »","6","5","","Lifesteal","","»   »","75","125","Damage","This deals double Crit .","Deadly","Shield","Damage","equal to 5% of this item's","Fiery","Burn","This has double value.","Golden","3 items for 2 second(s)","Heavy","Slow","2 item for 1 second(s)","Icy","Freeze","This has double .","Obsidian","Damage","This item is immune to ,  and Destroy.","Radiant","Freeze","Slow","equal to this item's","Restorative","Heal","equal to this item's","Shielded","This has +1 Multicast.","Shiny","Damage","equal to 5% of this item's","Toxic","Poison","3 items for 2 second(s)","Turbo","Haste","","Deal","Void Knight","https://www.howbazaar.gg/monsters#Void_Knight","Weapon","7","Damage","Damage","","Your Lifesteal  have  .","Damage"
"https://howbazaar-images.b-cdn.net/images/items/19199531-1aff-47ce-bdfc-1188cb3efec2.avif","Runic Potion","Silver+","Mak","Small","Ammo","DamageReference","Haste","Cooldown 4 seconds","Weapons","","»   »","2","3","","","","","","","","Your Lifesteal  have +40% .","Deadly","Shield","Crit Chance","4","Fiery","Burn","This has double value.","Golden","an item for 2 second(s)","Heavy","Slow","an item for 0.5 second(s)","Icy","Freeze","Deal 40","Obsidian","Damage","This item is immune to ,  and Destroy.","Radiant","Freeze","Slow","40","Restorative","Heal","40","Shielded","This has +1 Multicast.","Shiny","","4","Toxic","Poison","This  for twice as long.","Turbo","Hastes","https://howbazaar-images.b-cdn.net/images/items/19199531-1aff-47ce-bdfc-1188cb3efec2.avif","your Lifesteal  for 1 second(s)","","","Potion","1","","","","A  gains Lifesteal for the fight",""
"https://howbazaar-images.b-cdn.net/images/items/15a2cf7d-4e08-4358-8bd1-730919719023.avif","Safe","Bronze+","Pygmalien","Medium","Economy","","","When you sell this, get 3 Spare Change.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://howbazaar-images.b-cdn.net/images/items/15a2cf7d-4e08-4358-8bd1-730919719023.avif","","Covetous Thief","https://www.howbazaar.gg/monsters#Covetous_Thief","","","","","","",""
"https://howbazaar-images.b-cdn.net/images/items/1a5f9923-d686-41fc-a907-012e456bf50b.avif","Saffron","Silver+","Jules","Small","Food","Shield","","Cooldown 5 seconds","","Shield","»   »","10","15","Shield","","Shield","","","","","This has +50% .","Deadly","Shield","Crit Chance","equal to 5% of this item's","Fiery","Burn","This has double value.","Golden","an item for 2 second(s)","Heavy","Slow","an item for 0.5 second(s)","Icy","Freeze","Deal  equal to this item's","Obsidian","Damage","This item is immune to ,  and Destroy.","Radiant","Freeze","Slow","equal to this item's","Restorative","Heal","This has double .","Shielded","This has +1 Multicast.","Shiny","","equal to 5% of this item's","Toxic","Poison","an item for 2 second(s)","Turbo","Haste","https://howbazaar-images.b-cdn.net/images/items/1a5f9923-d686-41fc-a907-012e456bf50b.avif","Adjacent items gain + for the fight equal to this item's .","","","","5","","","","",""
"https://howbazaar-images.b-cdn.net/images/items/41dea658-7e38-471a-aa20-e018734526f0.avif","Salamander Pup","Bronze+","Common","Medium","Burn","Friend","","Cooldown 8 seconds","","Burn","»   »   »","8","10","","","","»   »   »","+8","+16","","This has +50% .","Deadly","Shield","Crit Chance","This has double .","Fiery","Burn","2 items for 3 second(s)","","2 items for 1 second(s)","Heavy","Slow","Deal  equal to 5 times this item's","Icy","Freeze","This item is immune to ,  and Destroy.","Obsidian","Damage","equal to 5 times this item's","Radiant","Freeze","Slow","equal to 5 times this item's","Restorative","Heal","This has +1 Multicast.","Shielded","equal to this item's","Shiny","","2 items for 3 second(s)","Toxic","Poison","","Turbo","Haste","https://howbazaar-images.b-cdn.net/images/items/41dea658-7e38-471a-aa20-e018734526f0.avif","When you sell this, your leftmost  item gains  .","Zookeeper","https://www.howbazaar.gg/monsters#Zookeeper","","6","","","4","","Burn"
"https://howbazaar-images.b-cdn.net/images/items/f1c04562-6db4-45d5-a056-a4df9d185faf.avif","Salt","Silver+","Jules","Small","Charge","Crit","Food","Cooldown  seconds","","","»   »","4","3","","Adjacent items gain +10%  for the fight","","","","","Crit Chance","This has double  bonus.","Deadly","Shield","Crit Chance","3","Fiery","Burn","This has double value.","Golden","an item for 2 second(s)","Heavy","Slow","an item for 0.5 second(s)","Icy","Freeze","Deal 30","Obsidian","Damage","This item is immune to ,  and Destroy.","Radiant","Freeze","Slow","30","Restorative","Heal","30","Shielded","This has +1 Multicast.","Shiny","","3","Toxic","Poison","an item for 2 second(s)","Turbo","Haste","https://howbazaar-images.b-cdn.net/images/items/f1c04562-6db4-45d5-a056-a4df9d185faf.avif","When you Crit with an adjacent item,  this 1 second.","","","","5","","","","",""
"https://howbazaar-images.b-cdn.net/images/items/e49c1076-8a74-4f48-b385-0819c2fbe6ca.avif","Sandbags","Silver+","Stelle","Medium","Ammo","Charge","Flying","Cooldown 3 seconds","Vehicles","","»   »","3","4","","2","","","","","","Your  have +40% .","Deadly","Shield","Crit Chance","2","Fiery","Burn","This has double value.","Golden","an item for 1 second(s)","Heavy","Slow","an item for 0.5 second(s)","Icy","Freeze","Deal 20","Obsidian","Damage","This item is immune to ,  and Destroy.","Radiant","Freeze","Slow","20","Restorative","Heal","20","Shielded","This has +1 Multicast.","Shiny","","2","Toxic","Poison","an item for 1 second(s)","Turbo","Haste","https://howbazaar-images.b-cdn.net/images/items/e49c1076-8a74-4f48-b385-0819c2fbe6ca.avif","start Flying","","","","2","","","","When one of your  starts Flying,  it 1 second.",""
"https://howbazaar-images.b-cdn.net/images/items/0c1d2e3f-4a5b-6c7d-8e9f-0a1b2c3d4e5f.avif","Sands of Time","Bronze+","Mak","Medium","Quest","Relic","Slow","Cooldown 6 seconds","","Relics","»   »   »","3","4","","item(s) for 1 second(s)","Slow","","","","","Your items have +25% .","Deadly","Shield","Crit Chance","5","Fiery","Burn","This has double value.","Golden","This  for twice as long.","Heavy","Slows","an item for 1 second(s)","Icy","Freeze","Deal 50","Obsidian","Damage","This item is immune to ,  and Destroy.","Radiant","Freeze","Slow","50","Restorative","Heal","50","Shielded","This has +1 Multicast.","Shiny","","5","Toxic","Poison","1 items for 1 second(s)","Turbo","Haste","https://howbazaar-images.b-cdn.net/images/items/0c1d2e3f-4a5b-6c7d-8e9f-0a1b2c3d4e5f.avif","","","","","2","","","1","Buy 5  items",""
"https://howbazaar-images.b-cdn.net/images/items/080c161b-92b3-4df8-9b97-daf5d10bf85b.avif","Santoku","Bronze+","Jules","Small","Crit","Damage","Tool","Cooldown 5 seconds","Crit Chance","","»   »   »","15","20","","Deal","Crit Chance","»   »   »","+15%","+20%","Damage","This has +50% .","Deadly","Shield","Crit Chance","equal to 5% of this item's","Fiery","Burn","This has double value.","Golden","an item for 2 second(s)","Heavy","Slow","an item for 0.5 second(s)","Icy","Freeze","This has double .","Obsidian","Damage","This item is immune to ,  and Destroy.","Radiant","Freeze","Slow","equal to this item's","Restorative","Heal","equal to this item's","Shielded","This has +1 Multicast.","Shiny","Damage","equal to 5% of this item's","Toxic","Poison","an item for 2 second(s)","Turbo","Haste","https://howbazaar-images.b-cdn.net/images/items/080c161b-92b3-4df8-9b97-daf5d10bf85b.avif","This gains   for the fight.","","","Weapon","10","Damage","Damage","5","The Food to the left of this has + equal to this item's .","Damage"
"https://howbazaar-images.b-cdn.net/images/items/447c40e6-7aec-4391-8be7-df4952815d40.avif","Sapphire","Silver+","Mak","Small","Freeze","Relic","","Cooldown 7 seconds","","","»   »","2","3","","item(s) for 1 second(s)","","","","","","Your items have +20% .","Deadly","Shield","Crit Chance","11","Fiery","Burn","This has double value.","Golden","an item for 4 second(s)","Heavy","Slow","This Freezes for twice as long.","Icy","Freeze","Deal 110","Obsidian","Damage","This item is immune to ,  and Destroy.","Radiant","","Slow","110","Restorative","Heal","110","Shielded","This has +1 Multicast.","Shiny","","11","Toxic","Poison","an item for 4 second(s)","Turbo","Haste","https://howbazaar-images.b-cdn.net/images/items/447c40e6-7aec-4391-8be7-df4952815d40.avif","The  item to the left Freezes 0.5 more seconds.","Frost Street Champion","https://www.howbazaar.gg/monsters#Frost_Street_Champion","","1","","","","",""
"https://howbazaar-images.b-cdn.net/images/items/b3ab39e0-c40c-44e7-bda7-09cf9ad63ec9.avif","Sat-Comm","Bronze+","Dooley","Medium","Haste","Tech","","Cooldown 5 seconds","Friend","","»   »   »","3","4","","the  to the right of this for  second(s)","","","","","","...and Enchant the item with Deadly if able.","Deadly","","","...and Enchant the item with Fiery if able.","Fiery","","...and Enchant the item with Golden if able.","Golden","...and Enchant the item with Heavy if able.","Heavy","","...and Enchant the item with Icy if able.","Icy","","...and Enchant the item with Obsidian if able.","Obsidian","","...and Enchant the item with Radiant if able.","Radiant","","","...and Enchant the item with Restorative if able.","Restorative","","...and Enchant the item with Shielded if able.","Shielded","...and Enchant the item with Shiny if able.","Shiny","","...and Enchant the item with Toxic if able.","Toxic","","...and Enchant the item with Turbo if able.","Turbo","","https://howbazaar-images.b-cdn.net/images/items/b3ab39e0-c40c-44e7-bda7-09cf9ad63ec9.avif","At the start of each day, get a Small  from any Hero.","","","","2","","","1","",""
"https://howbazaar-images.b-cdn.net/images/items/3ce7312c-aa95-4711-9a2b-827609a380b4.avif","Satchel","Silver+","Mak","Medium","AmmoReference","PotionReference","Regen","Cooldown 7 seconds","Potion","","»   »","3","4","Potion","Reload  items","","»   »","+4","+6","","Your  have +40% .","Deadly","Shield","Crit Chance","When you use a ,  2.","Fiery","Burn","This has double value.","Golden","When you use a ,  an item for 1 second(s).","Heavy","Slow","When you use a ,  an item for 0.5 second(s).","Icy","Freeze","When you use a , deal 20 .","Obsidian","Damage","Adjacent  are affected by  and  for half as long.","Radiant","Freeze","Slow","When you use a ,  20","Restorative","Heal","When you use a ,  20.","Shielded","Adjacent  have +1 Multicast.","Shiny","","When you use a ,  2.","Toxic","Poison","When you use a ,  an item for 1 second(s).","Turbo","Haste","https://howbazaar-images.b-cdn.net/images/items/3ce7312c-aa95-4711-9a2b-827609a380b4.avif","When you reload, gain 2  for the fight.","","","Tool","2","","","","When you buy a , increase this item's  by .",""
